sentence,brand_name,info,index,content,total,thank_you
Thu naan: Administrator 1n lúc; 12:13.,0,1,0,0,0,0
"@tv Count : 3,0",0,0,0,0,1,0
BANSO: 47,0,1,0,0,0,0
"Hướng dương  dĩa 55000 1 55,000",0,0,0,1,0,0
Ngày CT: 04/11/2015 - 08:56,0,1,0,0,0,0
———,0,1,0,0,0,0
"Nước suối 6 40,000 (60,000)",0,0,0,1,0,0
CODE/DESC PRICE — Disc ABlOUEI,0,0,1,0,0,0
"Tiên mặt 480,000",0,0,0,0,1,0
"Trà sữa Khoai 1 23,000",0,0,0,1,0,0
"131 Bánh xèo size 1 79,000 0 79,000",0,0,0,1,0,0
Đại chỉ: Só 16 - Nguyễn,0,1,0,0,0,0
"89,000",0,0,0,1,0,0
HĐ: 0001,0,1,0,0,0,0
Giảm giá: 0% = 0 VNĐ,0,0,0,0,1,0
12-01-18 21:13 SH01 7K08 T4 R000027830,0,0,0,1,0,0
TEN HANG SL ĐG T.TIỀN,0,0,1,0,0,0
EZ10HD05 - 24,0,0,0,1,0,0
|Sitring cake,0,0,0,1,0,0
Item(s) : 4 0ty(s) : 4,0,0,0,1,0,0
THANK YOU,0,0,0,0,0,1
Pass wifi: 88888888,0,1,0,0,0,0
là 08. H/,0,0,0,0,1,0
Tổng: 85.000,0,0,0,0,1,0
Ngày 28/112017 Giờ 180415,0,1,0,0,0,0
"44 Dao Duy Tu, Hoan Kiem, Ha Noi Vietnam",0,1,0,0,0,0
J‡l3đường — 10,0,0,0,1,0,0
Tổng trên thanh toán::,0,0,0,0,1,0
Bia Tiger Free,0,0,0,1,0,0
"Comboi 1 79/000 79,000",0,0,0,1,0,0
"Khách đưa - 1,500,500",0,0,0,0,1,0
GOODS SOLD ARE NOT REFUNDABLE,0,0,0,0,0,1
Í Trả sữa vị,0,0,0,1,0,0
Sá 1 Trưng Yên 3 - Ngõ 67 Nguyễm,0,1,0,0,0,0
HANDMADE,1,0,0,0,0,0
TAKE AWAY,0,1,0,0,0,0
HOA DON,0,1,0,0,0,0
100.0 65.0 0.0 65.0,0,0,0,1,0,0
"-, Hà Nôi",0,1,0,0,0,0
9557031100236 1X 3.02 3.02,0,0,0,1,0,0
Rounded Total (RM): 9.00,0,0,0,0,1,0
"2 BUN SING 42,000",0,0,0,1,0,0
Heo rừng nướng ngữ vị,0,0,0,1,0,0
TCONG,0,0,0,0,1,0
Com trang 8 30/000 {80:00,0,0,0,1,0,0
"KHÁCH ĐUA. 00,000",0,0,0,0,1,0
Tên hàng SL Đơn giá Thành tiền,0,0,1,0,0,0
Thu ngân: AdtntttHator 17/07/2018 09:02,0,1,0,0,0,0
"¡rong nho. 2_ 180,000 300,000",0,0,0,1,0,0
"T.CONG 4,0",0,0,0,0,1,0
CƠ SỞ CHÍNH - QUẦY 1,0,0,0,0,0,1
SR @ 6% - 68. 87 4.13,0,0,0,0,1,0
STRICTLY NO CASH REFUND.,0,0,0,0,0,1
Member:,0,1,0,0,0,0
‘Tran Hung Bao - TT.Nam Sách - T.Hai Dương.,0,0,0,0,1,0
"Khách đưa 800,00",0,0,0,0,1,0
A19 - Home Clly- Trung Kinh- Câu Giáy - HN,0,1,0,0,0,0
Cam ơn Quy khach: Hen gap lai,0,0,0,0,0,1
CASH BILL.,0,1,0,0,0,0
Xin cảm ơn quý khách và hẹn gặp lại,0,0,0,0,0,1
Hằng Trà -L 1 45000 458001,0,0,0,1,0,0
TAX INVOICE,0,1,0,0,0,0
Mì xảo bò.,0,0,0,1,0,0
Thué GTGT 0%,0,0,0,1,0,0
"| Cafe nau duong | 2| ly| 25,000| 50,000",0,0,0,1,0,0
"""Tang: 85.000",0,0,0,0,1,0
EXCHANGE ARE ALLOWED WITHIN,0,0,0,0,0,1
SóHĐ 0002,0,1,0,0,0,0
Thank You. Com Again,0,0,0,0,0,1
"18.Khoaitiylắ€c 1 17.000 17,000",0,0,0,1,0,0
Naay: 02/05/2019. 50; 02020001,0,1,0,0,0,0
GIAM % MON,0,0,0,0,1,0
"Nước ngọt 3. 1B;000) 45,000),",0,0,0,1,0,0
THÚC ĂN,0,0,1,0,0,0
"TAM TINH 1,110,500",0,0,0,0,1,0
"200,000",0,0,0,0,1,0
HÓA ĐƠN THANH TOÁN,0,1,0,0,0,0
"Combo2 1 75,000 75,000",0,0,0,1,0,0
Ngày: 28/09/2018 Số: 091800001,0,1,0,0,0,0
LPC  #*# 9.00) 000 9.00,0,0,0,1,0,0
XIN CẢM ƠN - HEN GAP LAI!,0,0,0,0,0,1
_Giờ vào: 17:17 Giờ ra: 17:17:,0,1,0,0,0,0
PUDADAC,1,0,0,0,0,0
Hà Nội,0,1,0,0,0,0
"Trả lại 289,075",0,0,0,0,1,0
Khách hàng:,0,0,1,0,0,0
RH 33.02 UNI (  3.96)=RM 66.04,0,0,0,1,0,0
Cash — 10.00,0,0,0,0,1,0
"|->Thachtréicay 1 5,000  S,000",0,0,0,1,0,0
Pasewifi: 12345679,0,1,0,0,0,0
Ngày: 26/01⁄2018 Giờ: 114019,0,1,0,0,0,0
giòn cav -,0,0,0,1,0,0
REG 13-11-2011 20:54,0,1,0,0,0,0
Nhân viên: Administrator,0,1,0,0,0,0
MẺCI,0,0,0,0,0,1
"4 COM BAT BUU 172, 00U",0,0,0,1,0,0
"Tiàhươngv 1 30/000 30,000.",0,0,0,1,0,0
Göi súa.,0,0,0,1,0,0
"Khách đưa: 100,000",0,0,0,0,1,0
Rounding Adjustment: 0.00,0,0,0,0,1,0
Thu ngân: Người quản tị,0,1,0,0,0,0
"TOM LAN BOT 65,000",0,0,0,1,0,0
¡ Mặt hàng! SL| Giá !T tiền,0,0,1,0,0,0
PHIẾU THANH TOÁN,0,1,0,0,0,0
"ThỊfräm mặn 6 120/000 720,00:",0,0,0,1,0,0
"Cafe nau da|2 | 1 ly | 25,000",0,0,0,1,0,0
TEN HANG SL Đ GIÁ T.TIỀN,0,0,1,0,0,0
Nba Hang MUGI po,0,1,0,0,0,0
TP. H6 ChiMinh,0,1,0,0,0,0
"T.GỘNG 6 58,000",0,0,0,0,1,0
"Tổng tiền: 328,000 VNĐ",0,0,0,0,1,0
| Trà sữa vị,0,0,0,1,0,0
"SỐ TIỀN THỐI LẠI 86,000",0,0,0,0,1,0
bac,0,0,0,1,0,0
TakeAway,0,1,0,0,0,0
"41,00 130.000 0 130000",0,0,0,1,0,0
"|->Thạchtráicây 1 5000 £5,000",0,0,0,1,0,0
Số HĐ: 17070002,0,1,0,0,0,0
0994 0s7 2m +,0,1,0,0,0,0
CAPHEREN 10 13000 13/000,0,0,0,1,0,0
"CAPHESUADA 10 18,000 18000.",0,0,0,1,0,0
"T.CONG 89,000",0,0,0,0,1,0
CHICKEN,1,0,0,0,0,0
9557031100236 1X 3.02 3.02,0,0,0,1,0,0
l->Cocacola,0,0,0,1,0,0
"Tiền mặt 97,000",0,0,0,0,1,0
bảy chú lùn,0,0,0,1,0,0
"Trà sữa khoaimôn 1 19,000 19,000",0,0,0,1,0,0
"43300 SERI KEMBANGAN, SELANGOR",0,1,0,0,0,0
‘Ban tania boningan dong.,0,0,0,0,1,0
"Thanh toán); 6,103:008",0,0,0,0,1,0
911586768.0,0,1,0,0,0,0
"Tổng: 130,000",0,0,0,0,1,0
"Tien Ban 735,000",0,0,0,0,1,0
"Tien khong thue 735,000",0,0,0,0,1,0
TIEN MAT,0,0,0,0,1,0
AIR PRESSURE SPRAYER §X-575-1 1.5L.,0,0,0,1,0,0
"DU BH | 2 ail! 7000) 40,000,",0,0,0,1,0,0
'Điện thoại:,0,1,0,0,0,0
Thu ngân: Administrator,0,1,0,0,0,0
HÒA ĐƠN THANH TOÁN,0,1,0,0,0,0
"Niềm hy vọng xanh 1 45,000 45,000",0,0,0,1,0,0
BẢN: DINE IN,0,0,0,0,0,1
"Tiên mặt 58,000",0,0,0,0,1,0
(Giá trên:chừa:Baø:gỏmi 9%ÌH18)),0,0,0,0,1,0
Í phúc bồn tử |  l| 30-000. 30.000,0,0,0,1,0,0
VAT,0,0,0,0,1,0
"Nâng bạchtuyếtvà 1 45,000 45,000",0,0,0,1,0,0
"Barsalou 12.5c] 95,000. 1 395,000",0,0,0,1,0,0
ROUNDING ADJUSTMENT RM 0.02,0,0,0,0,1,0
"Nước ép chanh dây: 1.0 45,000 45,000",0,0,0,1,0,0
MR O.1.¥. (JGHGR) SDN BHD,0,0,0,1,0,0
Trần Bạch Đằng: Tp. Đà Nẵng,0,1,0,0,0,0
Í131A- Bá»hxègsze 1 79003 0 79.0001,0,0,0,1,0,0
(Cang ghe rang mudi,0,0,0,1,0,0
Ngày: 06/04/2018 Giờ: 18:25:23,0,1,0,0,0,0
Ttem Count:,0,0,0,0,1,0
ROUNIDNG ADJUSTMENT RM 0.02,0,0,0,0,1,0
"18. Xúc xÍehchiên 1 15,000 15,000",0,0,0,1,0,0
"3618 Tran Phủ, Kon Tum",0,1,0,0,0,0
Bồ xào củ hành,0,0,0,1,0,0
"T.CONG 34 1,118,000",0,0,0,0,1,0
124 PhS cuốn tâm. 1 88603 0 4.000),0,0,0,1,0,0
EZ10HD05 - 24,0,0,0,1,0,0
Tel: 012.222.55.005,0,1,0,0,0,0
Hotline: 0127.883.6789,0,1,0,0,0,0
"95,000",0,0,0,0,1,0
l Freeh mocals rats,0,0,0,1,0,0
"HU TIEU 1 40,000",0,0,0,1,0,0
"Rem Bluate 100,000 1 100,000",0,0,0,1,0,0
Ngày 17/11/18 Số: 111800005,0,1,0,0,0,0
12-01-18 21:13 SH01 7K08 T4 R000027830,0,0,0,0,1,0
CHANGE NX Y RM 18.10,0,1,0,0,0,0
"TIÊN MẠT 675,000",0,0,0,0,1,0
"Tiền hàng: 95,000",0,0,0,0,1,0
"43300 SERI KEMBANGAN, SELANGOR",0,1,0,0,0,0
"TràXanh-L 1 45000 45,000",0,0,0,1,0,0
69358 18350846 1X 3.88 3.88,0,0,0,1,0,0
WAXED WINDSHILED CLEANER 120ML,0,0,0,1,0,0
_ T00 50000 0 50.000,0,0,0,1,0,0
Mì xảo bò.,0,0,0,1,0,0
"CAM ON, XIN GAP LAI!",0,0,0,0,0,1
Thué GTGT 0%,0,0,0,0,1,0
"Tràôlong 1 30,000",0,0,0,1,0,0
Tên menu Đơn giá SL Tiền,0,0,1,0,0,0
18:40 - 1840 27/0217. INTAMTÍNH,0,1,0,0,0,0
Tol :03-3362 4395 Fax:03-3362 4305,0,1,0,0,0,0
HD: 0002,0,1,0,0,0,0
Khách hàng:,0,1,0,0,0,0
8970669 _ 1X 19.00 19.00,0,0,0,1,0,0
CA chim -,0,0,0,1,0,0
QUY DOI Usn,0,0,0,0,1,0
1 Tra Kiwi,0,0,0,1,0,0
0168.966.6486,0,1,0,0,0,0
":EBDNG : JJ5IO 44,000",0,0,0,1,0,0
38 Xuân Thủy - Phưởng Thảo Điển - Quận 2,0,1,0,0,0,0
"SO TIEN THO! LAI 1,880",0,0,0,0,1,0
|->Cánh gà giòn,0,0,0,1,0,0
"Cam đn (Quý khách. Hen gap (gi, (",0,0,0,0,0,1
Ngày: 18/06/2017 Giờ: 13:40:24,0,1,0,0,0,0
PHIẾU THANH TOÁN,0,1,0,0,0,0
Thu ngân: AdtntttHator 17/07/2018 09:02,0,1,0,0,0,0
Cám ơn quý khách,0,0,0,0,0,1
"272 HÀ HUY TẬP - TP, HÀ TĨNH",0,1,0,0,0,0
Ngày 05/1/2018 Giờ 18:36:36,0,1,0,0,0,0
INVOICE-,0,1,0,0,0,0
Thức uống,0,0,1,0,0,0
Cam an Quy khách. 1e! gap aif,0,0,0,0,0,1
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0,1,0,0,0,0
XIN CAM ON - HEN GAP Lar,0,0,0,0,0,1
BANK ACC MBB 5626 4732 1744,0,1,0,0,0,0
Cám ơn Quý Khách. Hẹn gặp lại,0,0,0,0,0,1
TÊN HÀNG SL Đ.GIÁ T.TIỀN,0,0,1,0,0,0
Bill Start: 20/12/2017 07:10:38 py,0,1,0,0,0,0
Ngày 17/11/18 Số: 111800005,0,1,0,0,0,0
_Hàng khuyến mãi ˆ,0,0,0,0,1,0
SÓ TIỀN KHÁCH ĐƯA,0,0,0,0,1,0
"Thank You, Please cone agains",0,0,0,0,0,1
Trà bạc hà* lcốc 95.000 1 95.000,0,0,0,1,0,0
HOA DON BAN HANG,0,1,0,0,0,0
21/07/17 11:57:39 AM:,0,1,0,0,0,0
