sentence,x,y,w,l,area_percent,date,receipt_no,total,title,address,brand_name
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
"Xóz xích | 2| cái 15,000} — 30,o0n|",0.41935483870967744,0.8819742489270386,0.7419354838709677,0.03862660944206009,0.028658452166689743,0,0,0,0,0,0
"Tổng: 130,000",0.41935483870967744,0.9313304721030042,0.7419354838709677,0.0536480686695279,0.03980340578706909,0,0,0,0,0,0
"Khách đưa 200,000",0.41935483870967744,0.9849785407725322,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
"""Trả lại 70,000",0.41935483870967744,1.03862660944206,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
Cam on Quy khach: Hen ote hail,0.5806451612903226,1.0965665236051505,0.41935483870967744,0.045064377682403435,0.01889796483455628,0,0,0,0,0,0
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
"Xóz xích | 2| cái 15,000} — 30,o0n|",0.41935483870967744,0.8819742489270386,0.7419354838709677,0.03862660944206009,0.028658452166689743,0,0,0,0,0,0
"Tổng: 130,000",0.41935483870967744,0.9313304721030042,0.7419354838709677,0.0536480686695279,0.03980340578706909,0,0,0,0,0,0
"Khách đưa 200,000",0.41935483870967744,0.9849785407725322,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
"""Trả lại 70,000",0.41935483870967744,1.03862660944206,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
Cam on Quy khach: Hen ote hail,0.5806451612903226,1.0965665236051505,0.41935483870967744,0.045064377682403435,0.01889796483455628,0,0,0,0,0,0
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
"Xóz xích | 2| cái 15,000} — 30,o0n|",0.41935483870967744,0.8819742489270386,0.7419354838709677,0.03862660944206009,0.028658452166689743,0,0,0,0,0,0
"Tổng: 130,000",0.41935483870967744,0.9313304721030042,0.7419354838709677,0.0536480686695279,0.03980340578706909,0,0,0,0,0,0
"Khách đưa 200,000",0.41935483870967744,0.9849785407725322,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
"""Trả lại 70,000",0.41935483870967744,1.03862660944206,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
Cam on Quy khach: Hen ote hail,0.5806451612903226,1.0965665236051505,0.41935483870967744,0.045064377682403435,0.01889796483455628,0,0,0,0,0,0
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
"Xóz xích | 2| cái 15,000} — 30,o0n|",0.41935483870967744,0.8819742489270386,0.7419354838709677,0.03862660944206009,0.028658452166689743,0,0,0,0,0,0
"Tổng: 130,000",0.41935483870967744,0.9313304721030042,0.7419354838709677,0.0536480686695279,0.03980340578706909,0,0,0,0,0,0
"Khách đưa 200,000",0.41935483870967744,0.9849785407725322,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
"""Trả lại 70,000",0.41935483870967744,1.03862660944206,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
Cam on Quy khach: Hen ote hail,0.5806451612903226,1.0965665236051505,0.41935483870967744,0.045064377682403435,0.01889796483455628,0,0,0,0,0,0
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
"Xóz xích | 2| cái 15,000} — 30,o0n|",0.41935483870967744,0.8819742489270386,0.7419354838709677,0.03862660944206009,0.028658452166689743,0,0,0,0,0,0
"Tổng: 130,000",0.41935483870967744,0.9313304721030042,0.7419354838709677,0.0536480686695279,0.03980340578706909,0,0,0,0,0,0
"Khách đưa 200,000",0.41935483870967744,0.9849785407725322,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
"""Trả lại 70,000",0.41935483870967744,1.03862660944206,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
Cam on Quy khach: Hen ote hail,0.5806451612903226,1.0965665236051505,0.41935483870967744,0.045064377682403435,0.01889796483455628,0,0,0,0,0,0
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
"Xóz xích | 2| cái 15,000} — 30,o0n|",0.41935483870967744,0.8819742489270386,0.7419354838709677,0.03862660944206009,0.028658452166689743,0,0,0,0,0,0
"Tổng: 130,000",0.41935483870967744,0.9313304721030042,0.7419354838709677,0.0536480686695279,0.03980340578706909,0,0,0,0,0,0
"Khách đưa 200,000",0.41935483870967744,0.9849785407725322,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
"""Trả lại 70,000",0.41935483870967744,1.03862660944206,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
Cam on Quy khach: Hen ote hail,0.5806451612903226,1.0965665236051505,0.41935483870967744,0.045064377682403435,0.01889796483455628,0,0,0,0,0,0
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
"Xóz xích | 2| cái 15,000} — 30,o0n|",0.41935483870967744,0.8819742489270386,0.7419354838709677,0.03862660944206009,0.028658452166689743,0,0,0,0,0,0
"Tổng: 130,000",0.41935483870967744,0.9313304721030042,0.7419354838709677,0.0536480686695279,0.03980340578706909,0,0,0,0,0,0
"Khách đưa 200,000",0.41935483870967744,0.9849785407725322,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
"""Trả lại 70,000",0.41935483870967744,1.03862660944206,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
Cam on Quy khach: Hen ote hail,0.5806451612903226,1.0965665236051505,0.41935483870967744,0.045064377682403435,0.01889796483455628,0,0,0,0,0,0
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
CAFE PON THUY 2,0.5483870967741935,0.2832618025751073,0.5483870967741935,0.06223175965665236,0.03412709400526097,0,0,0,0,0,0
ĐC: Bệnh viện 108 - Số 1 1ran Hưng tao.,0.5483870967741935,0.3648068669527897,0.5483870967741935,0.03648068669527897,0.020005537865152984,0,0,0,0,0,0
Hoàn Kiếm - HN,0.6774193548387096,0.3969957081545064,0.25806451612903225,0.03433476394849785,0.00886058424477364,0,0,0,0,0,0
HOA DO'N BAN HANG,0.5161290322580645,0.44206008583690987,0.5483870967741935,0.05793991416309013,0.031773501315242966,0,0,0,0,0,0
TAKE AWAY,0.6774193548387096,0.5150214592274678,0.25806451612903225,0.0407725321888412,0.010521943790668698,0,0,0,0,0,0
Naay: 02/05/2019. 50; 02020001,0.4516129032258064,0.5686695278969958,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
Thu naan: Administrator 1n lúc; 12:13.,0.41935483870967744,0.6158798283261803,0.7419354838709677,0.0407725321888412,0.030250588398172507,0,0,0,0,0,0
Giỏ vào: 12:11 Giờ ra: 12;11,0.4516129032258064,0.6738197424892703,0.7096774193548387,0.03648068669527897,0.025889519590197974,0,0,0,0,0,0
lMặthàn |SL |ĐVT |Giả ÍT tiên,0.41935483870967744,0.721030042918455,0.7096774193548387,0.0407725321888412,0.02893534542433892,0,0,0,0,0,0
"Cafe nau da | 2?! ly, -?25,0001 $0,000 |",0.4516129032258064,0.778969957081545,0.7096774193548387,0.03433476394849785,0.02436660667312751,0,0,0,0,0,0
"{Cafenäundng | 2|  ly| 25,000] 40,001",0.41935483870967744,0.8283261802575107,0.7096774193548387,0.03862660944206009,0.027412432507268446,0,0,0,0,0,0
———,0.9032258064516128,0.8583690987124464,0.06451612903225806,0.02575107296137339,0.0016613595458950575,0,0,0,0,0,0
"Xóz xích | 2| cái 15,000} — 30,o0n|",0.41935483870967744,0.8819742489270386,0.7419354838709677,0.03862660944206009,0.028658452166689743,0,0,0,0,0,0
"Tổng: 130,000",0.41935483870967744,0.9313304721030042,0.7419354838709677,0.0536480686695279,0.03980340578706909,0,0,0,0,0,0
"Khách đưa 200,000",0.41935483870967744,0.9849785407725322,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
"""Trả lại 70,000",0.41935483870967744,1.03862660944206,0.7419354838709677,0.05793991416309013,0.04298767825003461,0,0,0,0,0,0
Cam on Quy khach: Hen ote hail,0.5806451612903226,1.0965665236051505,0.41935483870967744,0.045064377682403435,0.01889796483455628,0,0,0,0,0,0
thotfron vn,0.0,1.2360515021459229,0.25806451612903225,0.04721030042918455,0.012183303336563756,0,0,0,0,0,0
LIKE CAFE,0.7272727272727273,0.03125,0.3636363636363637,0.052083333333333336,0.01893939393939394,0,0,0,0,0,0
"(38/10; Khuế a6; Bá OìNHl/ Hà Nội, (",0.5151515151515151,0.09375,0.5757575757575758,0.04464285714285714,0.025703463203463204,0,0,0,0,0,0
U46297419279:,0.8787878787878788,0.14285714285714285,0.21212121212121213,0.03273809523809524,0.006944444444444444,0,0,0,0,0,0
HOA ĐƠN THANH TOÁN.,0.2727272727272727,0.22767857142857145,0.5757575757575758,0.03571428571428571,0.020562770562770564,0,0,0,0,0,0
HOĐIOÓA114-46,0.060606060606060615,0.2931547619047619,0.2424242424242425,0.025297619047619048,0.006132756132756133,0,0,0,0,0,0
Bàn01 ` 19/01/2014 8:49:59H ˆ,0.060606060606060615,0.3273809523809524,0.7272727272727273,0.03422619047619048,0.024891774891774892,0,0,0,0,0,0
"str, fThực đơn ĐVT ' ĐơnGiá- “Sto Thanh Teh",0.030303030303030307,0.3705357142857143,1.0303030303030305,0.04017857142857143,0.041396103896103896,0,0,0,0,0,0
"2: Bụe sưu"" 1cộc 100.000 † 100.000),",0.09090909090909093,0.4211309523809524,1.0,0.03869047619047618,0.03869047619047618,0,0,0,0,0,0
"- Gãiphê nâu* leốc — 100.000 ï 100,006,",0.12121212121212124,0.4642857142857143,0.9696969696969696,0.04464285714285714,0.04329004329004329,0,0,0,0,0,0
"| Tướng duons Địa $5:000 1 55,000)",0.12121212121212124,0.5104166666666666,0.9696969696969696,0.0625,0.060606060606060615,0,0,0,0,0,0
- Sữa tươi ` Lcốc 100.000 1 100:000,0.12121212121212124,0.5833333333333334,0.9696969696969696,0.043154761904761904,0.04184704184704185,0,0,0,0,0,0
Trà bạc hà* lcốc 95.000 1 95.000,0.12121212121212124,0.6309523809523809,0.9696969696969696,0.04464285714285714,0.04329004329004329,0,0,0,0,0,0
“Vinntaba? Chai 90.000 1 90.000,0.12121212121212124,0.6785714285714286,0.9696969696969696,0.046130952380952384,0.044733044733044736,0,0,0,0,0,0
Tiên hàng.,0.030303030303030307,0.7276785714285714,0.18181818181818185,0.03422619047619048,0.006222943722943723,0,0,0,0,0,0
OSU YU,0.8787878787878788,0.75,0.21212121212121213,0.029761904761904764,0.006313131313131313,0,0,0,0,0,0
Giảm gìá; - 0%,0.0,0.7767857142857143,0.30303030303030304,0.03869047619047618,0.011724386724386724,0,0,0,0,0,0
Og,1.0,0.8035714285714286,0.09090909090909093,0.03720238095238095,0.003382034632034632,0,0,0,0,0,0
Tổng trên thanh toán::,0.0,0.8318452380952381,0.3939393939393939,0.04017857142857143,0.015827922077922076,0,0,0,0,0,0
540.000đ,0.8787878787878788,0.8630952380952381,0.21212121212121213,0.028273809523809524,0.005997474747474747,0,0,0,0,0,0
Tình cầm  a quý khách: tiện gap alt,0.09090909090909093,0.9657738095238096,0.8787878787878788,0.06547619047619048,0.057539682539682536,0,0,0,0,0,0
‘Hoa aon,0.4074074074074074,0.04473684210526317,0.4444444444444444,0.046052631578947366,0.02046783625730994,0,0,0,0,0,0
BTENVENUE A L'ESSENTIEL,0.07407407407407407,0.16578947368421051,0.6296296296296297,0.03289473684210526,0.020711500974658868,0,0,0,0,0,0
Ï'20†B-05-05 19:01. Ko:0003 01-bAasl1EI',0.037037037037037035,0.2355263157894737,1.037037037037037,0.035526315789473684,0.036842105263157884,0,0,0,0,0,0
,0.037037037037037035,0.275,1.1851851851851851,0.022368421052631586,0.02651072124756336,0,0,0,0,0,0
‘Ten menu Bon gia se yong TINH,0.037037037037037035,0.3131578947368421,1.148148148148148,0.03157894736842105,0.03625730994152047,0,0,0,0,0,0
—C - -—-— TT 7...0 ®œar,0.037037037037037035,0.35526315789473684,1.1851851851851851,0.022368421052631586,0.02651072124756336,0,0,0,0,0,0
"%1.Bick salad 150,000 7 “150,000",0.037037037037037035,0.4197368421052631,1.1851851851851851,0.035526315789473684,0.042105263157894736,0,0,0,0,0,0
"V{.Rib-eve steahk 380,000 1 590,906",0.037037037037037035,0.4578947368421053,1.1851851851851851,0.035526315789473684,0.042105263157894736,0,0,0,0,0,0
"D2.(remeBrulae 100,000 1 160,000",0.037037037037037035,0.4934210526315789,1.1851851851851851,0.036842105263157884,0.04366471734892788,0,0,0,0,0,0
"Barsalou 12.5c] 95,000. 1 395,000",0.037037037037037035,0.5328947368421053,1.1851851851851851,0.03421052631578948,0.0405458089668616,0,0,0,0,0,0
") Tien ban 735,000",0.0,0.6078947368421053,1.2222222222222223,0.036842105263157884,0.04502923976608187,0,0,0,0,0,0
"Ten khong. thus 735,000",0.3333333333333333,0.6473684210526316,0.8888888888888888,0.038157894736842106,0.033918128654970764,0,0,0,0,0,0
"Tien dich yu 36,000",0.4074074074074074,0.6868421052631579,0.8148148148148148,0.038157894736842106,0.0310916179337232,0,0,0,0,0,0
| Tong Cong 711.000,0.0,0.7618421052631579,1.2222222222222223,0.04473684210526317,0.054678362573099416,0,0,0,0,0,0
"Tien 414,000",0.6296296296296297,0.8039473684210526,0.5925925925925926,0.042105263157894736,0.024951267056530214,0,0,0,0,0,0
MERET L,0.0,0.925,0.2222222222222222,0.036842105263157884,0.008187134502923977,0,0,0,0,0,0
ARENT OT,0.0,0.9671052631578948,0.3333333333333333,0.036842105263157884,0.012280701754385965,0,0,0,0,0,0
Ran so ' 8B.,0.0,1.0105263157894735,0.3333333333333333,0.03421052631578948,0.011403508771929824,0,0,0,0,0,0
HOTLINE: 0984.087.24(¢,0.0,0.02975653742110009,1.1828703703703705,0.04959422903516682,0.05866354406706075,0,0,0,0,0,0
PUDADAC,0.4074074074074074,0.10640216411181244,0.4444444444444444,0.033363390441839495,0.01482817352970644,0,0,0,0,0,0
A19 - Home Clly- Trung Kinh- Câu Giáy - HN,0.14814814814814814,0.1424706943192065,0.9629629629629628,0.027051397655545536,0.02604949403867348,0,0,0,0,0,0
904.0 926.0 577.0,0.4814814814814815,0.1740306582506763,0.2962962962962963,0.018034265103697024,0.0053434859566509705,0,0,0,0,0,0
HÓA ĐƠN THANH TOÁN,0.25925925925925924,0.21009918845807032,0.7407407407407407,0.027953110910730387,0.02070600808202251,0,0,0,0,0,0
HĐ: 0006,0.1111111111111111,0.25247971145175835,0.3703703703703704,0.019837691614066733,0.007347293190395085,0,0,0,0,0,0
